start,end,no disease,have disease,deceased
0,4,0.9725005453293916,0.0131239777726286,0.0143754768979796
5,9,0.9394119131022556,0.0390639292708901,0.0215241576268543
10,14,0.9459299983315496,0.0377528525507869,0.0163171491176634
15,19,0.9747425598693428,0.0194490028950872,0.00580843723557
20,24,0.980043914785203,0.0134023901711335,0.0065536950436634
25,29,0.9580557556054022,0.0172043781779213,0.0247398662166765
30,34,0.9531122410346106,0.0190702484041553,0.0278175105612341
35,39,0.9498749573994288,0.0182094886448563,0.0319155539557148
40,44,0.9511208794192106,0.0186338143835446,0.0302453061972448
45,49,0.939117060388876,0.0195921776299328,0.0412907619811911
50,54,0.9290898462638704,0.0223880462581958,0.0485221074779339
55,59,0.9054808785649288,0.0251309138322097,0.0693882076028614
60,64,0.8794987770314866,0.0245030477151842,0.0959981752533291
65,69,0.8284510996169393,0.0251779555164085,0.1463709448666521
70,74,0.718408875246774,0.0211721164737843,0.2604190082794417
75,79,0.6253078744382433,0.0192570848192478,0.3554350407425087
80,84,0.5012170371417859,0.0125988748654436,0.4861840879927704
