start,end,no disease,have disease,deceased
0,4,0.9875673983372178,0.0001878456882457,0.0122447559745364
5,9,0.9869093712810714,0.0001676136839811,0.0129230150349475
10,14,0.9889135583185316,0.0003305703572133,0.0107558713242549
15,19,0.993580779529902,0.0010636715263314,0.0053555489437667
20,24,0.9843339682827486,0.0006795484228497,0.0149864832944016
25,29,0.9651023335173294,0.0017091229778516,0.0331885435048187
30,34,0.950564671792797,0.0028916817764736,0.0465436464307292
35,39,0.950899979569759,0.0053035781875028,0.0437964422427381
40,44,0.9398051806937476,0.0094884959725528,0.0507063233336996
45,49,0.9229631314733928,0.0182904173363907,0.0587464511902162
50,54,0.8793681716402452,0.0322744454777624,0.0883573828819924
55,59,0.7799060169883264,0.0431696506547153,0.1769243323569582
60,64,0.7208638669285714,0.0516594640118449,0.2274766690595836
65,69,0.6452643459251891,0.0644111949209476,0.2903244591538633
70,74,0.5548077582244179,0.0568269694158907,0.3883652723596913
75,79,0.4403850432265556,0.0452754531372024,0.514339503636242
80,84,0.294535569710499,0.0267776059247476,0.6786868243647532
