start,end,no disease,have disease,deceased
0,4,0.9780259839906568,0.0075985391113634,0.0143754768979796
5,9,0.9457588678341424,0.0327169745390032,0.0215241576268543
10,14,0.9607425825170812,0.0229402683652552,0.0163171491176634
15,19,0.9778778486149584,0.0163137141494713,0.00580843723557
20,24,0.9731810584440588,0.0202652465122777,0.0065536950436634
25,29,0.9414198593557954,0.033840274427528,0.0247398662166765
30,34,0.9385618844224232,0.0336206050163426,0.0278175105612341
35,39,0.9286469133160756,0.0394375327282094,0.0319155539557148
40,44,0.9287352273826464,0.0410194664201086,0.0302453061972448
45,49,0.9118771980531438,0.0468320399656651,0.0412907619811911
50,54,0.8968289924804987,0.0546489000415673,0.0485221074779339
55,59,0.868020762581543,0.0625910298155955,0.0693882076028614
60,64,0.8380658655899368,0.0659359591567341,0.0959981752533291
65,69,0.7822491806169177,0.07137987451643,0.1463709448666521
70,74,0.6734387432380092,0.066142248482549,0.2604190082794417
75,79,0.5807446829560127,0.0638202763014785,0.3554350407425087
80,84,0.4648840211501149,0.0489318908571146,0.4861840879927704
