start,end,no disease,have disease,deceased
0,4,0.9806835642103072,0.0041993924609097,0.015117043328783
5,9,0.978125213437272,0.0090704344098719,0.012804352152856
10,14,0.9875109114305056,0.0092933956708593,0.0031956928986351
15,19,0.9835044753341794,0.0093452599422793,0.0071502647235412
20,24,0.9701316035127302,0.0088399892643101,0.0210284072229596
25,29,0.955976593321374,0.0053461350079335,0.0386772716706924
30,34,0.942781806630262,0.0051548660922917,0.0520633272774461
35,39,0.9543568234474792,0.0055923183198444,0.0400508582326764
40,44,0.944915907447679,0.0055050234500167,0.0495790691023042
45,49,0.9280571501806656,0.0053632153545824,0.0665796344647518
50,54,0.8684466382104642,0.0049764365643178,0.126576925225218
55,59,0.795420363727154,0.0052182120553432,0.1993614242175027
60,64,0.7524280715982622,0.0048913693752282,0.2426805590265094
65,69,0.675650957579907,0.005614020569616,0.318735021850477
70,74,0.5726314736953592,0.0047235901100224,0.4226449361946183
75,79,0.4286523715356414,0.0040248555659896,0.5673227728983689
80,84,0.2857510557099846,0.0026685410770785,0.7115804032129368
