start,end,no disease,have disease,deceased
0,4,0.9132233480950877,0.0570444266048199,0.0297322253000923
5,9,0.9378944746860212,0.0494040630447931,0.0127014622691855
10,14,0.9497805548110426,0.0358801259715893,0.014339319217368
15,19,0.9637055336957608,0.0334991835506376,0.0027952827536015
20,24,0.9308276030169226,0.0373849276956081,0.0317874692874692
25,29,0.9228543681504636,0.0343490726982434,0.0427965591512929
30,34,0.9318630273085796,0.0326969670548392,0.0354400056365813
35,39,0.937404786161789,0.0253204178012044,0.0372747960370065
40,44,0.938314895632249,0.0237090131806505,0.0379760911871003
45,49,0.9252722983324452,0.0221587197455756,0.052568981921979
50,54,0.9144628308991204,0.0227599935810214,0.0627771755198581
55,59,0.8908662052614812,0.0192187472155984,0.0899150475229204
60,64,0.8085405405496416,0.0199178923415176,0.1715415671088407
65,69,0.7376960545206664,0.0194127649231391,0.2428911805561943
70,74,0.6612511099168988,0.02184025245295,0.316908637630151
75,79,0.5435801024426526,0.0176295242007085,0.4387903733566387
80,84,0.4015016932892737,0.0154875355243665,0.5830107711863597
