start,end,no disease,have disease,deceased
0,4,0.9875673983372178,0.0001878456882457,0.0122447559745364
5,9,0.9867417575970902,0.0003352273679623,0.0129230150349475
10,14,0.9846177883034012,0.0046263403723439,0.0107558713242549
15,19,0.9843768709044036,0.0102675801518298,0.0053555489437667
20,24,0.9651562177129868,0.0198572989926117,0.0149864832944016
25,29,0.9371013759377292,0.0297100805574521,0.0331885435048187
30,34,0.9162455745953308,0.0372107789739399,0.0465436464307292
35,39,0.9118834533261652,0.0443201044310965,0.0437964422427381
40,44,0.8955735680374345,0.0537201086288658,0.0507063233336996
45,49,0.8818857601743465,0.0593677886354371,0.0587464511902162
50,54,0.8367335807958094,0.074909036322198,0.0883573828819924
55,59,0.7463975044245256,0.0766781632185162,0.1769243323569582
60,64,0.6813781137642677,0.0911452171761486,0.2274766690595836
65,69,0.5993976243785001,0.1102779164676365,0.2903244591538633
70,74,0.4888434954745294,0.1227912321657792,0.3883652723596913
75,79,0.3755916606326392,0.1100688357311187,0.514339503636242
80,84,0.2498594240685707,0.0714537515666759,0.6786868243647532
