start,end,no disease,have disease,deceased
0,4,0.981685246415042,0.0,0.0183147535849579
5,9,0.9871299958615168,0.0005088298947739,0.0123611742437091
10,14,0.9830489136221632,0.0043271113044241,0.0126239750734128
15,19,0.98647915635162,0.011489024200487,0.0020318194478929
20,24,0.9624428964655106,0.0186109207053894,0.0189461828290999
25,29,0.9124232351511652,0.0351546967057525,0.0524220681430821
30,34,0.9131619770154368,0.0395876947452895,0.0472503282392735
35,39,0.8994639396296951,0.0492243108930283,0.0513117494772765
40,44,0.8884689511442223,0.0608519536882988,0.0506790951674787
45,49,0.8745781164512244,0.0667845872996222,0.0586372962491533
50,54,0.8520416305245292,0.0737397053191032,0.0742186641563675
55,59,0.790456952519433,0.0830848255289401,0.1264582219516268
60,64,0.693387624463765,0.0875518134926651,0.2190605620435698
65,69,0.6383274245554814,0.1073186222294329,0.2543539532150857
70,74,0.5202779999636225,0.1276551609321966,0.3520668391041809
75,79,0.4047229042990957,0.1192056052069706,0.4760714904939336
80,84,0.2903965681015831,0.0837393779979695,0.6258640539004474
