start,end,no disease,have disease,deceased
0,4,0.922302032275531,0.0479657424243767,0.0297322253000923
5,9,0.9705065722376988,0.0167919654931155,0.0127014622691855
10,14,0.9790773251139104,0.0065833556687215,0.014339319217368
15,19,0.9935146132089516,0.0036901040374468,0.0027952827536015
20,24,0.965262492451812,0.0029500382607186,0.0317874692874692
25,29,0.9535397284897325,0.0036637123589747,0.0427965591512929
30,34,0.9600142774580428,0.0045457169053758,0.0354400056365813
35,39,0.9574667897379932,0.0052584142250002,0.0372747960370065
40,44,0.9579149291075896,0.0041089797053099,0.0379760911871003
45,49,0.943633444338725,0.0037975737392959,0.052568981921979
50,54,0.9342859958608456,0.0029368286192963,0.0627771755198581
55,59,0.9060865085373032,0.0039984439397762,0.0899150475229204
60,64,0.824613166350828,0.0038452665403312,0.1715415671088407
65,69,0.7532533600728591,0.0038554593709465,0.2428911805561943
70,74,0.6782805248950677,0.0048108374747812,0.316908637630151
75,79,0.5562415790861831,0.0049680475571781,0.4387903733566387
80,84,0.4141091471248005,0.0028800816888398,0.5830107711863597
