start,end,no disease,have disease,deceased
0,4,0.9278335066863846,0.0570494499848324,0.015117043328783
5,9,0.9747144493305911,0.0124811985165527,0.012804352152856
10,14,0.9843200715756498,0.012484235525715,0.0031956928986351
15,19,0.988792273864486,0.0040574614119726,0.0071502647235412
20,24,0.9749132397425936,0.0040583530344466,0.0210284072229596
25,29,0.956477940055484,0.0048447882738233,0.0386772716706924
30,34,0.9431451566058344,0.0047915161167194,0.0520633272774461
35,39,0.9546138046662306,0.0053353371010929,0.0400508582326764
40,44,0.9451400668028777,0.0052808640948182,0.0495790691023042
45,49,0.9285436119838918,0.0048767535513563,0.0665796344647518
50,54,0.8688596666214502,0.0045634081533317,0.126576925225218
55,59,0.7952663557284215,0.0053722200540757,0.1993614242175027
60,64,0.7522292175581903,0.0050902234153001,0.2426805590265094
65,69,0.6752887756195574,0.0059762025299656,0.318735021850477
70,74,0.5722852963581705,0.0050697674472112,0.4226449361946183
75,79,0.4282622576833731,0.0044149694182579,0.5673227728983689
80,84,0.2854799516466195,0.0029396451404436,0.7115804032129368
