start,end,no disease,have disease,deceased
0,4,0.9700646352723914,0.0002031394275161,0.0297322253000923
5,9,0.9871242039349628,0.0001743337958515,0.0127014622691855
10,14,0.9825331680514606,0.0031275127311712,0.014339319217368
15,19,0.9940422435038622,0.0031624737425362,0.0027952827536015
20,24,0.9667782555282556,0.0014342751842751,0.0317874692874692
25,29,0.9545786565706564,0.0026247842780505,0.0427965591512929
30,34,0.9618309495291107,0.0027290448343079,0.0354400056365813
35,39,0.9586642338655484,0.0040609700974451,0.0372747960370065
40,44,0.9557641256221964,0.0062597831907033,0.0379760911871003
45,49,0.9361750100355852,0.0112560080424357,0.052568981921979
50,54,0.91908314589694,0.0181396785832019,0.0627771755198581
55,59,0.8892055563345318,0.0208793961425477,0.0899150475229204
60,64,0.8052241580515778,0.0232342748395814,0.1715415671088407
65,69,0.7294469721586342,0.0276618472851715,0.2428911805561943
70,74,0.6437829617687832,0.0393084006010656,0.316908637630151
75,79,0.5172760368293348,0.0439335898140264,0.4387903733566387
80,84,0.3812883295553899,0.0357008992582504,0.5830107711863597
