start,end,no disease,have disease,deceased
0,4,0.9873812919609004,0.0003739520645632,0.0122447559745364
5,9,0.9864098825028076,0.000667102462245,0.0129230150349475
10,14,0.9856094993750412,0.0036346293007039,0.0107558713242549
15,19,0.9923653674501636,0.0022790836060696,0.0053555489437667
20,24,0.9825057085115876,0.0025078081940106,0.0149864832944016
25,29,0.964219944798878,0.0025915116963033,0.0331885435048187
30,34,0.9502936835745204,0.0031626699947503,0.0465436464307292
35,39,0.9509782036292164,0.0052253541280454,0.0437964422427381
40,44,0.9416777498122292,0.0076159268540712,0.0507063233336996
45,49,0.9302705916910776,0.0109829571187061,0.0587464511902162
50,54,0.8964440588757562,0.0151985582422514,0.0883573828819924
55,59,0.8036131944503293,0.0194624731927124,0.1769243323569582
60,64,0.7489671969460697,0.0235561339943467,0.2274766690595836
65,69,0.6767592228474373,0.0329163179986994,0.2903244591538633
70,74,0.5683018242769821,0.0433329033633265,0.3883652723596913
75,79,0.4465637419765675,0.0390967543871904,0.514339503636242
80,84,0.2916034665697674,0.0297097090654792,0.6786868243647532
