start,end,no disease,have disease,deceased
0,4,0.9856694852845406,0.0007928967102772,0.0135376180051821
5,9,0.9728364658839828,0.003315285782424,0.0238482483335931
10,14,0.979807604351222,0.0080983702448428,0.012094025403935
15,19,0.986273727937354,0.0048062206718403,0.0089200513908055
20,24,0.9839661207439172,0.0020899882136404,0.0139438910424423
25,29,0.9551452331705234,0.0017867953660081,0.0430679714634684
30,34,0.954163740809054,0.002223385247632,0.0436128739433137
35,39,0.9630930668704062,0.0022519361416911,0.0346549969879025
40,44,0.9527639128024452,0.0031716464735952,0.0440644407239596
45,49,0.9469901227512992,0.0036446174081556,0.049365259840545
50,54,0.9388350507581944,0.0040465940758093,0.0571183551659962
55,59,0.9080548655325498,0.0051629668522676,0.0867821676151825
60,64,0.8651205143506097,0.0047725308146573,0.130106954834733
65,69,0.7665878792829085,0.0054913311907109,0.2279207895263806
70,74,0.6928609888070936,0.0084984539191449,0.2986405572737615
75,79,0.5890469970650549,0.0119767345647331,0.3989762683702119
80,84,0.4371761159565616,0.0120662181128302,0.5507576659306082
