start,end,no disease,have disease,deceased
0,4,0.962266450064525,0.0241959319302927,0.0135376180051821
5,9,0.956619874743776,0.0195318769226306,0.0238482483335931
10,14,0.965345605641036,0.0225603689550289,0.012094025403935
15,19,0.9733570120558992,0.017722936553295,0.0089200513908055
20,24,0.9678797488495052,0.0181763601080523,0.0139438910424423
25,29,0.9343531849346882,0.0225788436018433,0.0430679714634684
30,34,0.9306085253537149,0.0257786007029715,0.0436128739433137
35,39,0.9375588911402288,0.0277861118718687,0.0346549969879025
40,44,0.9280614815520608,0.0278740777239794,0.0440644407239596
45,49,0.9156258245552432,0.0350089156042116,0.049365259840545
50,54,0.9063935496587626,0.0364880951752411,0.0571183551659962
55,59,0.8862157235608055,0.027002108824012,0.0867821676151825
60,64,0.8480667651135768,0.0218262800516901,0.130106954834733
65,69,0.7550821114815826,0.0169970989920369,0.2279207895263806
70,74,0.6852994968186551,0.0160599459075834,0.2986405572737615
75,79,0.5851834319608681,0.0158402996689199,0.3989762683702119
80,84,0.4349591206942327,0.0142832133751591,0.5507576659306082
