start,end,no disease,have disease,deceased
0,4,0.977890822863777,0.0098644211616864,0.0122447559745364
5,9,0.9793384102747188,0.0077385746903337,0.0129230150349475
10,14,0.9857277643112295,0.0035163643645154,0.0107558713242549
15,19,0.9929389028381432,0.0017055482180898,0.0053555489437667
20,24,0.9829232744229812,0.0020902422826172,0.0149864832944016
25,29,0.9643751801154924,0.0024362763796887,0.0331885435048187
30,34,0.9498871475755506,0.0035692059937202,0.0465436464307292
35,39,0.953144610201306,0.0030589475559558,0.0437964422427381
40,44,0.946712931151484,0.0025807455148163,0.0507063233336996
45,49,0.9373500670003154,0.0039034818094683,0.0587464511902162
50,54,0.9076029030392372,0.0040397140787705,0.0883573828819924
55,59,0.8175593923135795,0.0055162753294621,0.1769243323569582
60,64,0.7649864816995693,0.007536849240847,0.2274766690595836
65,69,0.6999269815703707,0.009748559275766,0.2903244591538633
70,74,0.5990048417678939,0.0126298858724147,0.3883652723596913
75,79,0.4715165849590504,0.0141439114047075,0.514339503636242
80,84,0.3096879508067733,0.0116252248284734,0.6786868243647532
