start,end,no disease,have disease,deceased
0,4,0.9702677746999075,0.0,0.0297322253000923
5,9,0.9872985377308144,0.0,0.0127014622691855
10,14,0.985660680782632,0.0,0.014339319217368
15,19,0.9970293918192494,0.0001753254271489,0.0027952827536015
20,24,0.9674953931203932,0.0007171375921375,0.0317874692874692
25,29,0.9560542615954728,0.0011491792532341,0.0427965591512929
30,34,0.9622407759693746,0.002319218394044,0.0354400056365813
35,39,0.9578271109300314,0.004898093032962,0.0372747960370065
40,44,0.9532199054767864,0.0088040033361134,0.0379760911871003
45,49,0.9355121901514154,0.0119188279266056,0.052568981921979
50,54,0.920303521857039,0.0169193026231028,0.0627771755198581
55,59,0.8897447716221086,0.0203401808549709,0.0899150475229204
60,64,0.807004355998797,0.0214540768923622,0.1715415671088407
65,69,0.7323881827799785,0.0247206366638271,0.2428911805561943
70,74,0.6613537119054602,0.0217376504643887,0.316908637630151
75,79,0.5438903912006993,0.017319235442662,0.4387903733566387
80,84,0.4049962488980321,0.0119929799156081,0.5830107711863597
