start,end,no disease,have disease,deceased
0,4,0.9856245231020204,0.0,0.0143754768979796
5,9,0.9784758423731456,0.0,0.0215241576268543
10,14,0.9833221548388577,0.0003606960434788,0.0163171491176634
15,19,0.9940106741665862,0.0001808885978437,0.00580843723557
20,24,0.9932300833040008,0.0002162216523356,0.0065536950436634
25,29,0.9750364653546648,0.0002236684286585,0.0247398662166765
30,34,0.9718328905328468,0.000349598905919,0.0278175105612341
35,39,0.9672010043291366,0.0008834417151485,0.0319155539557148
40,44,0.9679835402379764,0.0017711535647788,0.0302453061972448
45,49,0.9545337809106222,0.0041754571081866,0.0412907619811911
50,54,0.9436311954656016,0.0078466970564644,0.0485221074779339
55,59,0.9180162990833928,0.0125954933137459,0.0693882076028614
60,64,0.8850541867313984,0.0189476380152725,0.0959981752533291
65,69,0.8284403772815082,0.0251886778518395,0.1463709448666521
70,74,0.7076977940682683,0.0318831976522899,0.2604190082794417
75,79,0.6064583792943086,0.0381065799631827,0.3554350407425087
80,84,0.4788178235118046,0.0349980884954249,0.4861840879927704
