start,end,no disease,have disease,deceased
0,4,0.984707686603637,0.00017527006758,0.015117043328783
5,9,0.9870380813374908,0.000157566509653,0.012804352152856
10,14,0.9966453095729104,0.0001589975284542,0.0031956928986351
15,19,0.99251269035533,0.0003370449211287,0.0071502647235412
20,24,0.9786391807809856,0.0003324119960548,0.0210284072229596
25,29,0.960980120670662,0.0003426076586455,0.0386772716706924
30,34,0.9475992732935375,0.0003373994290163,0.0520633272774461
35,39,0.95794904396303,0.0020000978042936,0.0400508582326764
40,44,0.948397198405499,0.0020237324921969,0.0495790691023042
45,49,0.9263542715497632,0.0070660939854847,0.0665796344647518
50,54,0.8667783967844689,0.006644677990313,0.126576925225218
55,59,0.782137662643607,0.0185009131388902,0.1993614242175027
60,64,0.7397795841579039,0.0175398568155866,0.2426805590265094
65,69,0.647643866038156,0.0336211121113669,0.318735021850477
70,74,0.5488361021603977,0.0285189616449839,0.4226449361946183
75,79,0.4014141778348494,0.0312630492667816,0.5673227728983689
80,84,0.2676084542825682,0.0208111425044949,0.7115804032129368
