start,end,no disease,have disease,deceased
0,4,0.9856245231020204,0.0,0.0143754768979796
5,9,0.9784758423731456,0.0,0.0215241576268543
10,14,0.9836828508823364,0.0,0.0163171491176634
15,19,0.99419156276443,0.0,0.00580843723557
20,24,0.9934463049563366,0.0,0.0065536950436634
25,29,0.9752601337833235,0.0,0.0247398662166765
30,34,0.9721824894387658,0.0,0.0278175105612341
35,39,0.9680844460442852,0.0,0.0319155539557148
40,44,0.9539182704815856,0.0158364233211694,0.0302453061972448
45,49,0.9448421759956006,0.0138670620232083,0.0412907619811911
50,54,0.9357156271152396,0.0157622654068263,0.0485221074779339
55,59,0.9135184243919432,0.0170933680051954,0.0693882076028614
60,64,0.8870161509492566,0.0169856737974142,0.0959981752533291
65,69,0.8195313332367397,0.0340977218966082,0.1463709448666521
70,74,0.6964602416806372,0.043120750039921,0.2604190082794417
75,79,0.5692774748057253,0.075287484451766,0.3554350407425087
80,84,0.3986101153407049,0.1152057966665246,0.4861840879927704
