start,end,no disease,have disease,deceased
0,4,0.9853029090248197,0.0003216140772008,0.0143754768979796
5,9,0.977573925331952,0.0009019170411938,0.0215241576268543
10,14,0.9833842098878808,0.0002986409944556,0.0163171491176634
15,19,0.9936179418660572,0.0005736208983727,0.00580843723557
20,24,0.9927168093715324,0.0007294955848041,0.0065536950436634
25,29,0.9743166653210488,0.0009434684622746,0.0247398662166765
30,34,0.9705791935849344,0.0016032958538313,0.0278175105612341
35,39,0.966285804246396,0.0017986417978891,0.0319155539557148
40,44,0.9655662553290696,0.0041884384736855,0.0302453061972448
45,49,0.9512119554236356,0.0074972825951731,0.0412907619811911
50,54,0.9404108477424834,0.0110670447795827,0.0485221074779339
55,59,0.918300234176822,0.0123115582203166,0.0693882076028614
60,64,0.8893425383039077,0.0146592864427631,0.0959981752533291
65,69,0.8350190515763131,0.0186100035570348,0.1463709448666521
70,74,0.7217921303102194,0.0177888614103388,0.2604190082794417
75,79,0.6266101625173227,0.0179547967401685,0.3554350407425087
80,84,0.5015667074358015,0.0122492045714281,0.4861840879927704
