start,end,no disease,have disease,deceased
0,4,0.9813915250710076,0.0002937213440345,0.0183147535849579
5,9,0.9871999911353352,0.0004388346209556,0.0123611742437091
10,14,0.9868766143473257,0.0004994105792617,0.0126239750734128
15,19,0.9976218608582624,0.0003463196938448,0.0020318194478929
20,24,0.9803348375218306,0.0007189796490693,0.0189461828290999
25,29,0.9472569738331654,0.0003209580237525,0.0524220681430821
30,34,0.9515525707466832,0.0011971010140431,0.0472503282392735
35,39,0.946883250145549,0.0018050003771744,0.0513117494772765
40,44,0.9458812989961868,0.0034396058363345,0.0506790951674787
45,49,0.9354671542710488,0.0058955494797979,0.0586372962491533
50,54,0.9176807508315696,0.0081005850120629,0.0742186641563675
55,59,0.8651879808772016,0.0083537971711716,0.1264582219516268
60,64,0.7717105822302839,0.0092288557261463,0.2190605620435698
65,69,0.7356803856951484,0.0099656610897659,0.2543539532150857
70,74,0.6374072939912354,0.0105258669045836,0.3520668391041809
75,79,0.5141281036320199,0.0098004058740464,0.4760714904939336
80,84,0.3673921229713253,0.0067438231282273,0.6258640539004474
