start,end,no disease,have disease,deceased
0,4,0.9871934462726548,0.0005617977528089,0.0122447559745364
5,9,0.9857872225166692,0.0012897624483833,0.0129230150349475
10,14,0.9875929215183212,0.0016512071574238,0.0107558713242549
15,19,0.9928877307675394,0.0017567202886938,0.0053555489437667
20,24,0.9838641643405948,0.0011493523650035,0.0149864832944016
25,29,0.9651384931239876,0.0016729633711936,0.0331885435048187
30,34,0.9512873499788034,0.0021690035904674,0.0465436464307292
35,39,0.953490971545744,0.0027125862115176,0.0437964422427381
40,44,0.9455742217714004,0.0037194548949,0.0507063233336996
45,49,0.9359981777386498,0.0052553710711339,0.0587464511902162
50,54,0.9010220387136688,0.0106205784043388,0.0883573828819924
55,59,0.8044004806918233,0.0186751869512184,0.1769243323569582
60,64,0.7366808733193647,0.0358424576210516,0.2274766690595836
65,69,0.6518068063325343,0.0578687345136024,0.2903244591538633
70,74,0.5319378427664986,0.0796968848738099,0.3883652723596913
75,79,0.4042713659287468,0.0813891304350111,0.514339503636242
80,84,0.2643723984158722,0.0569407772193745,0.6786868243647532
