start,end,no disease,have disease,deceased
0,4,0.9813133069554154,0.0051490750394024,0.0135376180051821
5,9,0.964658973849157,0.0114927778172497,0.0238482483335931
10,14,0.9798957867512283,0.0080101878448365,0.012094025403935
15,19,0.9873631913935832,0.0037167572156112,0.0089200513908055
20,24,0.9817269219102356,0.0043291870473219,0.0139438910424423
25,29,0.9521380359734656,0.0047939925630659,0.0430679714634684
30,34,0.9511754980668348,0.0052116279898515,0.0436128739433137
35,39,0.958855301192756,0.0064897018193415,0.0346549969879025
40,44,0.9454474748470926,0.0104880844289477,0.0440644407239596
45,49,0.9352132627702662,0.0154214773891888,0.049365259840545
50,54,0.9198786703760464,0.0230029744579572,0.0571183551659962
55,59,0.8792487301611952,0.0339691022236222,0.0867821676151825
60,64,0.8192276880161369,0.0506653571491301,0.130106954834733
65,69,0.7000258675245364,0.0720533429490829,0.2279207895263806
70,74,0.6062857298326698,0.0950737128935686,0.2986405572737615
75,79,0.4955005582668957,0.1055231733628924,0.3989762683702119
80,84,0.3693845745178356,0.0798577595515562,0.5507576659306082
