start,end,no disease,have disease,deceased
0,4,0.9877552440254636,0.0,0.0122447559745364
5,9,0.9870769849650524,0.0,0.0129230150349475
10,14,0.9892441286757452,0.0,0.0107558713242549
15,19,0.9946444510562332,0.0,0.0053555489437667
20,24,0.9850135167055984,0.0,0.0149864832944016
25,29,0.9668114564951812,0.0,0.0331885435048187
30,34,0.9534563535692708,0.0,0.0465436464307292
35,39,0.9560830893942804,0.0001204683629813,0.0437964422427381
40,44,0.948913959195634,0.0003797174706665,0.0507063233336996
45,49,0.9403848487054428,0.000868700104341,0.0587464511902162
50,54,0.9097519272583516,0.001890689859656,0.0883573828819924
55,59,0.8194746192668511,0.0036010483761907,0.1769243323569582
60,64,0.7631219678305545,0.0094013631098618,0.2274766690595836
65,69,0.6939153248882786,0.0157602159578581,0.2903244591538633
70,74,0.5887331114798068,0.0229016161605019,0.3883652723596913
75,79,0.4639965297544175,0.0216639666093405,0.514339503636242
80,84,0.3078073553072519,0.0135058203279947,0.6786868243647532
