start,end,no disease,have disease,deceased
0,4,0.9700646352723914,0.0002031394275161,0.0297322253000923
5,9,0.9871242039349628,0.0001743337958515,0.0127014622691855
10,14,0.9851665103189492,0.0004941704636826,0.014339319217368
15,19,0.9963264360971898,0.0008782811492085,0.0027952827536015
20,24,0.9662392506142504,0.00197328009828,0.0317874692874692
25,29,0.9534294773174224,0.0037739635312847,0.0427965591512929
30,34,0.9604664271119568,0.0040935672514619,0.0354400056365813
35,39,0.9565962826377956,0.006128921325198,0.0372747960370065
40,44,0.9537311981445872,0.0082927106683124,0.0379760911871003
45,49,0.9363336096082422,0.0110974084697787,0.052568981921979
50,54,0.92296636173911,0.0142564627410318,0.0627771755198581
55,59,0.8903383072354908,0.0197466452415888,0.0899150475229204
60,64,0.8061688941878059,0.0222895387033533,0.1715415671088407
65,69,0.7313118555397,0.0257969639041056,0.2428911805561943
70,74,0.6521847528421763,0.0309066095276726,0.316908637630151
75,79,0.5302222531193558,0.0309873735240055,0.4387903733566387
80,84,0.3960713790448337,0.0209178497688065,0.5830107711863597
