start,end,no disease,have disease,deceased
0,4,0.9845307312469456,0.0003522254242715,0.015117043328783
5,9,0.9865686989982088,0.0006269488489351,0.012804352152856
10,14,0.9961698912205028,0.000634415880862,0.0031956928986351
15,19,0.990486327165548,0.0023634081109109,0.0071502647235412
20,24,0.9766410559255786,0.0023305368514617,0.0210284072229596
25,29,0.9549638833651856,0.0063588449641222,0.0386772716706924
30,34,0.941626340099216,0.0063103326233376,0.0520633272774461
35,39,0.9475655569885812,0.0123835847787422,0.0400508582326764
40,44,0.9381671320275812,0.0122537988701145,0.0495790691023042
45,49,0.9105549401605304,0.0228654253747178,0.0665796344647518
50,54,0.851999627364171,0.0214234474106109,0.126576925225218
55,59,0.7728787941251027,0.0277597816573944,0.1993614242175027
60,64,0.7310933826609028,0.0262260583125877,0.2426805590265094
65,69,0.6440299775771815,0.0372350005723415,0.318735021850477
70,74,0.5457705806979879,0.0315844831073937,0.4226449361946183
75,79,0.4071344391420953,0.0255427879595357,0.5673227728983689
80,84,0.2713879269385074,0.0170316698485557,0.7115804032129368
