start,end,no disease,have disease,deceased
0,4,0.9864623819948178,0.0,0.0135376180051821
5,9,0.9761517516664068,0.0,0.0238482483335931
10,14,0.987905974596065,0.0,0.012094025403935
15,19,0.9905469958402184,0.0005329527689758,0.0089200513908055
20,24,0.981986088242332,0.0040700207152257,0.0139438910424423
25,29,0.9467684845398407,0.0101635439966908,0.0430679714634684
30,34,0.9444893534969688,0.0118977725597172,0.0436128739433137
35,39,0.9589618967465552,0.006383106265542,0.0346549969879025
40,44,0.9541496666248817,0.0017858926511587,0.0440644407239596
45,49,0.9506347401594548,0.0,0.049365259840545
50,54,0.9428816448340036,0.0,0.0571183551659962
55,59,0.9132178323848176,0.0,0.0867821676151825
60,64,0.869893045165267,0.0,0.130106954834733
65,69,0.7720792104736194,0.0,0.2279207895263806
70,74,0.7013594427262385,0.0,0.2986405572737615
75,79,0.6010237316297882,0.0,0.3989762683702119
80,84,0.4492423340693918,0.0,0.5507576659306082
