start,end,no disease,have disease,deceased
0,4,0.9702677746999075,0.0,0.0297322253000923
5,9,0.9871242039349628,0.0001743337958515,0.0127014622691855
10,14,0.9853306754221388,0.0003300053604931,0.014339319217368
15,19,0.9965017615243388,0.0007029557220595,0.0027952827536015
20,24,0.9676750614250614,0.0005374692874692,0.0317874692874692
25,29,0.9562188122918032,0.0009846285569037,0.0427965591512929
30,34,0.9616947321449542,0.0028652622184645,0.0354400056365813
35,39,0.9543430950701076,0.0083821088928858,0.0372747960370065
40,44,0.939601890464276,0.0224220183486238,0.0379760911871003
45,49,0.8972062321598477,0.0502247859181731,0.052568981921979
50,54,0.8468766469186335,0.0903461775615083,0.0627771755198581
55,59,0.776489321634084,0.1335956308429956,0.0899150475229204
60,64,0.6596581473493203,0.1688002855418389,0.1715415671088407
65,69,0.5682529122137016,0.188855907230104,0.2428911805561943
70,74,0.4912968075042186,0.1917945548656303,0.316908637630151
75,79,0.3856255630753761,0.1755840635679851,0.4387903733566387
80,84,0.2834832387043037,0.1335059901093366,0.5830107711863597
