start,end,no disease,have disease,deceased
0,4,0.9873812919609004,0.0003739520645632,0.0122447559745364
5,9,0.9870769849650524,0.0,0.0129230150349475
10,14,0.9890796658114598,0.0001644628642852,0.0107558713242549
15,19,0.9943409699494198,0.0003034811068134,0.0053555489437667
20,24,0.9843862365817172,0.0006272801238812,0.0149864832944016
25,29,0.9655841364644132,0.0012273200307678,0.0331885435048187
30,34,0.9502936835745204,0.0031626699947503,0.0465436464307292
35,39,0.9482222472416124,0.0079813105156496,0.0437964422427381
40,44,0.9294299354114012,0.019863741254899,0.0507063233336996
45,49,0.8994324440414816,0.0418211047683021,0.0587464511902162
50,54,0.8384843049556235,0.0731583121623838,0.0883573828819924
55,59,0.7113791821947567,0.111696485448285,0.1769243323569582
60,64,0.6373471656726131,0.1351761652678033,0.2274766690595836
65,69,0.5507573075540264,0.1589182332921103,0.2903244591538633
70,74,0.4476180683821767,0.1640166592581318,0.3883652723596913
75,79,0.3469379904825068,0.1387225058812511,0.514339503636242
80,84,0.2304060491477522,0.0909071264874945,0.6786868243647532
