start,end,no disease,have disease,deceased
0,4,0.9856245231020204,0.0,0.0143754768979796
5,9,0.9784758423731456,0.0,0.0215241576268543
10,14,0.9835015779989472,0.0001812728833893,0.0163171491176634
15,19,0.9939038826585406,0.0002876801058894,0.00580843723557
20,24,0.993149252676204,0.0002970522801327,0.0065536950436634
25,29,0.9750364653546648,0.0002236684286585,0.0247398662166765
30,34,0.9715986333529408,0.0005838560858251,0.0278175105612341
35,39,0.9672513946370852,0.0008330514072,0.0319155539557148
40,44,0.9679030726101142,0.001851621192641,0.0302453061972448
45,49,0.9550356489079788,0.0036735891108301,0.0412907619811911
50,54,0.945635578409502,0.0058423141125641,0.0485221074779339
55,59,0.9209955396831696,0.0096162527139689,0.0693882076028614
60,64,0.891598230920478,0.0124035938261928,0.0959981752533291
65,69,0.8364379162368213,0.0171911388965265,0.1463709448666521
70,74,0.7187041907914521,0.0208768009291061,0.2604190082794417
75,79,0.6206909458598187,0.0238740133976725,0.3554350407425087
80,84,0.4893934649274053,0.0244224470798242,0.4861840879927704
