start,end,no disease,have disease,deceased
0,4,0.970789256018458,0.0,0.0292107439815419
5,9,0.9780164969328808,0.0,0.0219835030671192
10,14,0.9873019939062558,0.0,0.0126980060937441
15,19,0.9998282828282828,0.0001717171717171,0.0
20,24,0.9794749569596068,0.0004196231021591,0.0201054199382341
25,29,0.967481069848716,0.000199927585284,0.0323190025659997
30,34,0.9611480298695072,0.0005924912279248,0.0382594789025678
35,39,0.9657563137580348,0.0009207839458787,0.0333229022960864
40,44,0.9640192945439534,0.0021535392227766,0.03382716623327
45,49,0.945026837473618,0.0033241115521291,0.0516490509742528
50,54,0.9461947414090228,0.0058112931380255,0.0479939654529516
55,59,0.918205646155281,0.0098342659028959,0.0719600879418231
60,64,0.8833355716768359,0.0120315974560641,0.1046328308670999
65,69,0.7967349912912686,0.0184418524518741,0.1848231562568573
70,74,0.6918135753623202,0.0206842597627393,0.2875021648749403
75,79,0.6004206399789307,0.02387168454158,0.3757076754794892
80,84,0.4644782857661095,0.0207455534512168,0.5147761607826737
