start,end,no disease,have disease,deceased
0,4,0.9621101346490386,0.0227728220221784,0.015117043328783
5,9,0.9620122613908976,0.0251833864562462,0.012804352152856
10,14,0.9720817238937076,0.024722583207657,0.0031956928986351
15,19,0.9862119834295344,0.0066377518469242,0.0071502647235412
20,24,0.9725603812009692,0.0064112115760712,0.0210284072229596
25,29,0.9546527204934964,0.006670007835811,0.0386772716706924
30,34,0.9413669501517882,0.0065697225707656,0.0520633272774461
35,39,0.9524266561504108,0.0075224856169128,0.0400508582326764
40,44,0.9429530758940896,0.0074678550036062,0.0495790691023042
45,49,0.9263814883127738,0.0070388772224742,0.0665796344647518
50,54,0.866852132968665,0.0065709418061169,0.126576925225218
55,59,0.7923115726276716,0.0083270031548256,0.1993614242175027
60,64,0.7494391152524847,0.0078803257210057,0.2426805590265094
65,69,0.6686960709036042,0.0125689072459188,0.318735021850477
70,74,0.566677616360283,0.0106774474450986,0.4226449361946183
75,79,0.4226796331518585,0.0099975939497725,0.5673227728983689
80,84,0.2817566906490877,0.0066629061379754,0.7115804032129368
