start,end,no disease,have disease,deceased
0,4,0.9822658607783188,0.0033586623237015,0.0143754768979796
5,9,0.976397621331794,0.0020782210413517,0.0215241576268543
10,14,0.9815235668850696,0.0021592839972668,0.0163171491176634
15,19,0.992070998829094,0.0021205639353358,0.00580843723557
20,24,0.9892872292366872,0.0041590757196493,0.0065536950436634
25,29,0.9695943891473776,0.0056657446359459,0.0247398662166765
30,34,0.9658831600945792,0.0062993293441866,0.0278175105612341
35,39,0.9609003806780476,0.0071840653662376,0.0319155539557148
40,44,0.9619632826915812,0.0077914111111739,0.0302453061972448
45,49,0.9516674242755402,0.0070418137432687,0.0412907619811911
50,54,0.9406066257474128,0.0108712667746531,0.0485221074779339
55,59,0.916232333346072,0.0143794590510665,0.0693882076028614
60,64,0.8884912957402357,0.0155105290064351,0.0959981752533291
65,69,0.8375922471116265,0.0160368080217213,0.1463709448666521
70,74,0.7235108071418441,0.0160701845787141,0.2604190082794417
75,79,0.6255375078014749,0.0190274514560164,0.3554350407425087
80,84,0.4964249615376664,0.0173909504695631,0.4861840879927704
