start,end,no disease,have disease,deceased
0,4,0.9666289020816252,0.0036388726182825,0.0297322253000923
5,9,0.9854222401375105,0.0018762975933041,0.0127014622691855
10,14,0.983632555322802,0.0020281254598298,0.014339319217368
15,19,0.995034061240841,0.0021706560055574,0.0027952827536015
20,24,0.965321783772113,0.0028907469404176,0.0317874692874692
25,29,0.9536519461000148,0.0035514947486922,0.0427965591512929
30,34,0.9608934281917144,0.0036665661717043,0.0354400056365813
35,39,0.9576441277288312,0.0050810762341624,0.0372747960370065
40,44,0.9557023625092022,0.0063215463036975,0.0379760911871003
45,49,0.9405555336706708,0.0068754844073501,0.052568981921979
50,54,0.9288791974788114,0.0083436270013304,0.0627771755198581
55,59,0.9000772973309361,0.0100076551461434,0.0899150475229204
60,64,0.8174535844741698,0.0110048484169893,0.1715415671088407
65,69,0.7441972914191881,0.0129115280246175,0.2428911805561943
70,74,0.6683707677366183,0.0147205946332306,0.316908637630151
75,79,0.5451729564455471,0.0160366701978141,0.4387903733566387
80,84,0.4032418835135858,0.0137473453000544,0.5830107711863597
