start,end,no disease,have disease,deceased
0,4,0.9834436790245734,0.0030187029702443,0.0135376180051821
5,9,0.9743698104873983,0.0017819411790084,0.0238482483335931
10,14,0.9865469851714384,0.0013589894246264,0.012094025403935
15,19,0.9889046592470347,0.0021752893621596,0.0089200513908055
20,24,0.9828361963552384,0.0032199126023193,0.0139438910424423
25,29,0.9520379712684928,0.0048940572680387,0.0430679714634684
30,34,0.9512131481266636,0.0051739779300226,0.0436128739433137
35,39,0.9598233349501164,0.005521668061981,0.0346549969879025
40,44,0.9486581069734784,0.0072774523025621,0.0440644407239596
45,49,0.9425439248387688,0.0080908153206862,0.049365259840545
50,54,0.9334833156579344,0.0093983291760693,0.0571183551659962
55,59,0.902754195298872,0.0104636370859455,0.0867821676151825
60,64,0.8572974130546972,0.0125956321105698,0.130106954834733
65,69,0.7577804307437409,0.0142987797298784,0.2279207895263806
70,74,0.685703072284727,0.0156563704415114,0.2986405572737615
75,79,0.5850202536129634,0.0160034780168246,0.3989762683702119
80,84,0.4345208718166289,0.0147214622527629,0.5507576659306082
