start,end,no disease,have disease,deceased
0,4,0.9702677746999075,0.0,0.0297322253000923
5,9,0.9872985377308144,0.0,0.0127014622691855
10,14,0.9854965156794424,0.0001641651031894,0.014339319217368
15,19,0.9970293918192494,0.0001753254271489,0.0027952827536015
20,24,0.9682125307125308,0.0,0.0317874692874692
25,29,0.9570388901523768,0.0001645506963303,0.0427965591512929
30,34,0.9644237769792622,0.0001362173841565,0.0354400056365813
35,39,0.962398266935636,0.0003269370273573,0.0372747960370065
40,44,0.9614367528495968,0.0005871559633027,0.0379760911871003
45,49,0.9466960038058992,0.0007350142721217,0.052568981921979
50,54,0.9348970138957328,0.0023258105844091,0.0627771755198581
55,59,0.9043443519219444,0.0057406005551349,0.0899150475229204
60,64,0.8160863475323391,0.0123720853588201,0.1715415671088407
65,69,0.7353219322373808,0.0217868872064248,0.2428911805561943
70,74,0.6491139804359584,0.0339773819338906,0.316908637630151
75,79,0.5230820966921147,0.0381275299512465,0.4387903733566387
80,84,0.3828409946880943,0.0341482341255459,0.5830107711863597
