start,end,no disease,have disease,deceased
0,4,0.9741437728483074,0.0123186091465103,0.0135376180051821
5,9,0.9674010820823922,0.0087506695840146,0.0238482483335931
10,14,0.984145879979912,0.0037600946161531,0.012094025403935
15,19,0.9893908151960282,0.0016891334131661,0.0089200513908055
20,24,0.9839851283556332,0.0020709806019245,0.0139438910424423
25,29,0.9550483153760816,0.00188371316045,0.0430679714634684
30,34,0.953608601092049,0.0027785249646372,0.0436128739433137
35,39,0.9629397032093168,0.0024052998027804,0.0346549969879025
40,44,0.9523530721677008,0.0035824871083396,0.0440644407239596
45,49,0.9457618970564884,0.0048728431029664,0.049365259840545
50,54,0.9383263250149944,0.0045553198190091,0.0571183551659962
55,59,0.905582411190508,0.0076354211943095,0.0867821676151825
60,64,0.8597920631763174,0.0101009819889496,0.130106954834733
65,69,0.7590538950130187,0.0130253154606006,0.2279207895263806
70,74,0.6861970599244588,0.0151623828017797,0.2986405572737615
75,79,0.5807277476404266,0.0202959839893615,0.3989762683702119
80,84,0.4343591554880798,0.014883178581312,0.5507576659306082
