start,end,no disease,have disease,deceased
0,4,0.9840032357550936,0.0008797209161231,0.015117043328783
5,9,0.9867246069130232,0.0004710409341206,0.012804352152856
10,14,0.996328888748957,0.0004754183524077,0.0031956928986351
15,19,0.9917021450794172,0.0011475901970416,0.0071502647235412
20,24,0.9778392002630072,0.0011323925140331,0.0210284072229596
25,29,0.9576451167527564,0.003677611576551,0.0386772716706924
30,34,0.94431441200816,0.0036222607143939,0.0520633272774461
35,39,0.954700718861558,0.0052484229057655,0.0400508582326764
40,44,0.9452242685004416,0.0051966623972543,0.0495790691023042
45,49,0.9257921405496304,0.0076282249856175,0.0665796344647518
50,54,0.8662648505065471,0.0071582242682348,0.126576925225218
55,59,0.7923888945509264,0.0082496812315707,0.1993614242175027
60,64,0.749518076742719,0.0078013642307714,0.2426805590265094
65,69,0.6727776052337766,0.0084873729157464,0.318735021850477
70,74,0.5701633808998404,0.0071916829055412,0.4226449361946183
75,79,0.4277678108525231,0.0049094162491079,0.5673227728983689
80,84,0.2851515720384712,0.0032680247485919,0.7115804032129368
