start,end,no disease,have disease,deceased
0,4,0.9703539245135172,0.000435331504941,0.0292107439815419
5,9,0.977832246441546,0.0001842504913346,0.0219835030671192
10,14,0.9871288146783826,0.0001731792278731,0.0126980060937441
15,19,0.9996582491582492,0.0003417508417508,0.0
20,24,0.9794749569596068,0.0004196231021591,0.0201054199382341
25,29,0.9666813595075798,0.0009996379264203,0.0323190025659997
30,34,0.9601139678892197,0.0016265532082124,0.0382594789025678
35,39,0.9636898811626182,0.0029872165412953,0.0333229022960864
40,44,0.9621288493426186,0.0040439844241114,0.03382716623327
45,49,0.9422145908687352,0.006136358157012,0.0516490509742528
50,54,0.943690052040144,0.0083159825069043,0.0479939654529516
55,59,0.9167576572139154,0.0112822548442613,0.0719600879418231
60,64,0.8820658545230258,0.0133013146098741,0.1046328308670999
65,69,0.8021360530374034,0.0130407907057391,0.1848231562568573
70,74,0.6970277325402715,0.0154701025847881,0.2875021648749403
75,79,0.6103264934577624,0.0139658310627483,0.3757076754794892
80,84,0.4738078447553439,0.0114159944619823,0.5147761607826737
