start,end,no disease,have disease,deceased
0,4,0.9855341965878296,9.032651419087124e-05,0.0143754768979796
5,9,0.9781211715756908,0.0003546707974549,0.0215241576268543
10,14,0.9830855688934992,0.0005972819888372,0.0163171491176634
15,19,0.993543844776294,0.0006477179881361,0.00580843723557
20,24,0.9925005877191968,0.0009457172371398,0.0065536950436634
25,29,0.972081625655262,0.0031785081280613,0.0247398662166765
30,34,0.9676038837473254,0.0045786056914404,0.0278175105612341
35,39,0.9589188095886552,0.0091656364556298,0.0319155539557148
40,44,0.9501395481753048,0.0196151456274504,0.0302453061972448
45,49,0.9246964409403018,0.0340127970785071,0.0412907619811911
50,54,0.8999660129784017,0.0515118795436644,0.0485221074779339
55,59,0.8444886137899892,0.0861231786071493,0.0693882076028614
60,64,0.7990048425365314,0.1049969822101394,0.0959981752533291
65,69,0.7408957152330832,0.1127333399002646,0.1463709448666521
70,74,0.6310777040718272,0.1085032876487311,0.2604190082794417
75,79,0.5626838354753101,0.0818811237821811,0.3554350407425087
80,84,0.4617715010633,0.0520444109439295,0.4861840879927704
