start,end,no disease,have disease,deceased
0,4,0.9815849785681632,0.000100267846879,0.0183147535849579
5,9,0.9871898971711942,0.0004489285850967,0.0123611742437091
10,14,0.98681742077006,0.000558604156527,0.0126239750734128
15,19,0.997379066537718,0.0005891140143889,0.0020318194478929
20,24,0.9799954353612776,0.0010583818096224,0.0189461828290999
25,29,0.9460830056740416,0.0014949261828763,0.0524220681430821
30,34,0.949628163298526,0.0031215084622004,0.0472503282392735
35,39,0.9424454454650932,0.00624280505763,0.0513117494772765
40,44,0.9363807944422944,0.0129401103902266,0.0506790951674787
45,49,0.9191633198934934,0.0221993838573532,0.0586372962491533
50,54,0.8866758275141818,0.0391055083294507,0.0742186641563675
55,59,0.8139909808440864,0.0595507972042868,0.1264582219516268
60,64,0.7087866826665256,0.0721527552899046,0.2190605620435698
65,69,0.6647157135704043,0.08093033321451,0.2543539532150857
70,74,0.5719047271898717,0.0760284337059473,0.3520668391041809
75,79,0.4645401942837462,0.05938831522232,0.4760714904939336
80,84,0.3444034724122587,0.0297324736872938,0.6258640539004474
