start,end,no disease,have disease,deceased
0,4,0.9877552440254636,0.0,0.0122447559745364
5,9,0.9870769849650524,0.0,0.0129230150349475
10,14,0.9892441286757452,0.0,0.0107558713242549
15,19,0.9946444510562332,0.0,0.0053555489437667
20,24,0.9848573528253852,0.0001561638802131,0.0149864832944016
25,29,0.9666745848604136,0.0001368716347676,0.0331885435048187
30,34,0.9533434364444974,0.0001129171247734,0.0465436464307292
35,39,0.9562035577572618,0.0,0.0437964422427381
40,44,0.9492936766663004,0.0,0.0507063233336996
45,49,0.9411297954429642,0.0001237533668195,0.0587464511902162
50,54,0.9112864983360248,0.0003561187819826,0.0883573828819924
55,59,0.8224320117499161,0.0006436558931255,0.1769243323569582
60,64,0.7710792982581659,0.0014440326822505,0.2274766690595836
65,69,0.707039722988363,0.0026358178577737,0.2903244591538633
70,74,0.6076507680220583,0.0039839596182503,0.3883652723596913
75,79,0.4778074436301258,0.0078530527336321,0.514339503636242
80,84,0.3103471043470022,0.0109660712882444,0.6786868243647532
