start,end,no disease,have disease,deceased
0,4,0.981685246415042,0.0,0.0183147535849579
5,9,0.9876388257562908,0.0,0.0123611742437091
10,14,0.9873760249265872,0.0,0.0126239750734128
15,19,0.9979681805521072,0.0,0.0020318194478929
20,24,0.9808848144489783,0.0001690027219215,0.0189461828290999
25,29,0.947577931856918,0.0,0.0524220681430821
30,34,0.9526352211066982,0.0001144506540282,0.0472503282392735
35,39,0.9486882505227234,0.0,0.0513117494772765
40,44,0.9493209048325212,0.0,0.0506790951674787
45,49,0.9410876327009808,0.0002750710498659,0.0586372962491533
50,54,0.9255120259055756,0.0002693099380568,0.0742186641563675
55,59,0.87311248490735,0.0004292931410231,0.1264582219516268
60,64,0.7800738572643253,0.0008655806921049,0.2190605620435698
65,69,0.7427573426469756,0.0028887041379386,0.2543539532150857
70,74,0.6424959005165511,0.0054372603792679,0.3520668391041809
75,79,0.5150528707153255,0.0088756387907408,0.4760714904939336
80,84,0.3601205234833213,0.0140154226162313,0.6258640539004474
