start,end,no disease,have disease,deceased
0,4,0.9864623819948178,0.0,0.0135376180051821
5,9,0.9761517516664068,0.0,0.0238482483335931
10,14,0.987905974596065,0.0,0.012094025403935
15,19,0.9910799486091943,0.0,0.0089200513908055
20,24,0.9860561089575576,0.0,0.0139438910424423
25,29,0.9569320285365316,0.0,0.0430679714634684
30,34,0.9563871260566862,0.0,0.0436128739433137
35,39,0.9652312162751012,0.0001137867369962,0.0346549969879025
40,44,0.9556211662634804,0.00031439301256,0.0440644407239596
45,49,0.9503982010164754,0.0002365391429796,0.049365259840545
50,54,0.9424931779039756,0.0003884669300282,0.0571183551659962
55,59,0.9122651909406836,0.0009526414441339,0.0867821676151825
60,64,0.8678704827890014,0.0020225623762656,0.130106954834733
65,69,0.7700156987464509,0.0020635117271685,0.2279207895263806
70,74,0.6972485323057549,0.0041109104204836,0.2986405572737615
75,79,0.5956946469906547,0.0053290846391334,0.3989762683702119
80,84,0.4439458135520365,0.0052965205173553,0.5507576659306082
