start,end,no disease,have disease,deceased
0,4,0.9877552440254636,0.0,0.0122447559745364
5,9,0.9870769849650524,0.0,0.0129230150349475
10,14,0.9892441286757452,0.0,0.0107558713242549
15,19,0.9946444510562332,0.0,0.0053555489437667
20,24,0.9850135167055984,0.0,0.0149864832944016
25,29,0.9668114564951812,0.0,0.0331885435048187
30,34,0.9534563535692708,0.0,0.0465436464307292
35,39,0.9562035577572618,0.0,0.0437964422427381
40,44,0.9492936766663004,0.0,0.0507063233336996
45,49,0.9412307503189318,2.2798490851957e-05,0.0587464511902162
50,54,0.9116282069125322,1.4410205475390393e-05,0.0883573828819924
55,59,0.8230441452156213,3.1522427420393926e-05,0.1769243323569582
60,64,0.7724455876266331,7.774331378320171e-05,0.2274766690595836
65,69,0.7094950396955345,0.0001805011506022,0.2903244591538633
70,74,0.6112868145239518,0.0003479131163567,0.3883652723596913
75,79,0.4851676810071578,0.0004928153566001,0.514339503636242
80,84,0.3208036180930631,0.0005095575421835,0.6786868243647532
