start,end,no disease,have disease,deceased
0,4,0.9841561862957664,0.001468336806254,0.0143754768979796
5,9,0.9721855982421712,0.0062902441309744,0.0215241576268543
10,14,0.9718891304062324,0.0117937204761039,0.0163171491176634
15,19,0.9783416103468277,0.0158499524176021,0.00580843723557
20,24,0.970891530634753,0.0225547743215836,0.0065536950436634
25,29,0.9418105533441802,0.0334495804391433,0.0247398662166765
30,34,0.9346139139159556,0.0375685755228102,0.0278175105612341
35,39,0.931729190539937,0.0363552555043481,0.0319155539557148
40,44,0.9311690093219976,0.0385856844807576,0.0302453061972448
45,49,0.9167413106889492,0.0419679273298595,0.0412907619811911
50,54,0.910947802515027,0.0405300900070389,0.0485221074779339
55,59,0.8935485638958033,0.0370632285013353,0.0693882076028614
60,64,0.8739969104854991,0.0300049142611717,0.0959981752533291
65,69,0.8285325002663576,0.0250965548669902,0.1463709448666521
70,74,0.7185357088772139,0.0210452828433444,0.2604190082794417
75,79,0.6227162495194142,0.0218487097380771,0.3554350407425087
80,84,0.4968163287261044,0.0169995832811251,0.4861840879927704
