start,end,no disease,have disease,deceased
0,4,0.9848876190601324,0.000736904041888,0.0143754768979796
5,9,0.9779285961294452,0.0005472462437003,0.0215241576268543
10,14,0.9824815449175338,0.0012013059648027,0.0163171491176634
15,19,0.9925705226375992,0.0016210401268307,0.00580843723557
20,24,0.9921489750423224,0.0012973299140141,0.0065536950436634
25,29,0.9736960994035124,0.001564034379811,0.0247398662166765
30,34,0.9693827228815758,0.0027997665571901,0.0278175105612341
35,39,0.9625360374257746,0.0055484086185105,0.0319155539557148
40,44,0.9618107286620032,0.0079439651407518,0.0302453061972448
45,49,0.9482102660768972,0.0104989719419116,0.0412907619811911
50,54,0.9449149616837792,0.0065629308382868,0.0485221074779339
55,59,0.9273705140052192,0.0032412783919194,0.0693882076028614
60,64,0.8996267846288508,0.0043750401178199,0.0959981752533291
65,69,0.8481312907732949,0.0054977643600529,0.1463709448666521
70,74,0.7337057614643857,0.0058752302561724,0.2604190082794417
75,79,0.636636750300829,0.0079282089566621,0.3554350407425087
80,84,0.5054974257901423,0.0083184862170871,0.4861840879927704
