start,end,no disease,have disease,deceased
0,4,0.9662944468947184,0.0039733278051892,0.0297322253000923
5,9,0.9849958453725052,0.0023026923583093,0.0127014622691855
10,14,0.9825074462489948,0.003153234533637,0.014339319217368
15,19,0.9950370618670504,0.0021676553793479,0.0027952827536015
20,24,0.9666983032626228,0.0015142274499078,0.0317874692874692
25,29,0.955945662547432,0.0012577783012749,0.0427965591512929
30,34,0.9628360421750628,0.0017239521883557,0.0354400056365813
35,39,0.9602393209720664,0.0024858829909272,0.0372747960370065
40,44,0.9579599108465944,0.0040639979663052,0.0379760911871003
45,49,0.9415071311065653,0.0059238869714557,0.052568981921979
50,54,0.9295771181334384,0.0076457063467034,0.0627771755198581
55,59,0.8974007556395617,0.0126841968375178,0.0899150475229204
60,64,0.8109691148490565,0.0174893180421026,0.1715415671088407
65,69,0.7331433864420486,0.023965433001757,0.2428911805561943
70,74,0.6553233705404506,0.0277679918293982,0.316908637630151
75,79,0.5310582937413661,0.030151332901995,0.4387903733566387
80,84,0.3880747731332014,0.0289144556804388,0.5830107711863597
