start,end,no disease,have disease,deceased
0,4,0.9836828832870388,0.0040723607384248,0.0122447559745364
5,9,0.9844513414553392,0.0026256435097132,0.0129230150349475
10,14,0.9859800395872148,0.0032640890885303,0.0107558713242549
15,19,0.992347910211098,0.0022965408451353,0.0053555489437667
20,24,0.9833930480969266,0.0016204686086716,0.0149864832944016
25,29,0.9648297214183296,0.0019817350768517,0.0331885435048187
30,34,0.95155833819708,0.0018980153721906,0.0465436464307292
35,39,0.953827427820761,0.0023761299365007,0.0437964422427381
40,44,0.9450170442045468,0.0042766324617535,0.0507063233336996
45,49,0.9351632503059862,0.0060902985037975,0.0587464511902162
50,54,0.9028694979569084,0.008773119161099,0.0883573828819924
55,59,0.8104203404160045,0.0126553272270372,0.1769243323569582
60,64,0.755006183533112,0.0175171474073043,0.2274766690595836
65,69,0.6888348524619298,0.020840688384207,0.2903244591538633
70,74,0.5850976718151617,0.0265370558251468,0.3883652723596913
75,79,0.4573647789340698,0.0282957174296881,0.514339503636242
80,84,0.3007485543440105,0.0205646212912361,0.6786868243647532
